,x,y,state,symptom,grangerCausalityPVal,abscorrelation,grangerselected
72,3.832883,-0.9674721,AL,symptom:Excessive daytime sleepiness,0.1421053638547507,0.41984510436807104,1.9511864975489033
73,6.825671,9.7565565,AL,symptom:Eye pain,2.3823769377544645e-15,3.100052448100961,33.67067769226746
74,3.5434039,-1.6466824,AL,symptom:Fatigue,0.0662385791491295,-0.30141817695516315,2.7144922191785232
75,0.5926707,-0.6450771,AL,symptom:Fever,0.0009024171193384,1.5928953804433932,7.010433706502375
76,12.034029,3.7700047,AL,symptom:Fibrillation,0.1280420891384611,-0.5497252761210837,2.055396247718199
77,10.602252,3.6011143,AL,symptom:Focal seizure,0.08520751420699,-0.489206585781866,2.462665654118087
78,11.957367,3.967378,AL,symptom:Folate deficiency,0.1934144571349829,-0.6977535449675539,1.642919946249105
79,8.532418,6.9105325,AL,symptom:Food intolerance,0.0116691700683183,-0.7649570244086399,4.4508049518948205
80,7.667707,6.227632,AL,symptom:Gastroesophageal reflux disease,0.0081843171747541,-0.7204683150517617,4.805535495615298
81,11.623903,4.7433214,AL,symptom:Gastroparesis,0.7200371395638769,-0.39537363382903584,0.32845248557477236
82,6.418181,-0.70856345,AL,symptom:Generalized anxiety disorder,0.0014602939642846,-0.5448797231885215,6.5291175181287455
83,11.715087,3.7346032,AL,symptom:Generalized tonic–clonic seizure,0.080723561140624,-0.7684751311260047,2.5167247867069453
84,6.245133,1.5323617,AL,symptom:Genital wart,0.6939562299548216,0.01259402524406774,0.36534638969364364
85,6.858276,1.2436283,AL,symptom:Globus pharyngis,0.159642690511238,-1.0531000044018086,1.8348171453277513
86,4.587471,-1.6547022,AL,symptom:Goitre,0.0124990512334325,-0.9620650104735856,4.382102538879933
87,10.191783,4.7584534,AL,symptom:Gout,0.6231723999723415,0.08531429764418737,0.47293207299884293
88,6.7387733,4.6414766,AL,symptom:Granuloma,0.7450787088081736,0.4445441452082154,0.29426541677613866
89,5.609382,0.120386995,AL,symptom:Guilt,0.0194389967107943,-0.135104232683366,3.9404740908087037
90,1.1945844,-1.4225382,AL,symptom:Hay fever,0.8774657847410718,1.8920379349819283,0.13071731615038043
91,6.8988843,9.607554,AL,symptom:Headache,8.929076495257816e-09,1.2627993079638353,18.533952863390372
92,12.282866,3.3922546,AL,symptom:Heart arrhythmia,0.0252518131555844,-0.36904521850895255,3.678857317696893
93,6.2256584,-0.7044288,AL,symptom:Heart murmur,0.0015878281868705,-0.27894651298400097,6.4453881166765905
94,4.1250787,0.8205191,AL,symptom:Heartburn,0.0140969172018139,-1.2872747369192876,4.26179914367205
95,11.493568,4.9361334,AL,symptom:Hematuria,0.4444344721054564,-0.38990906781295137,0.8109526542307822
96,4.8486285,-0.3400355,AL,symptom:Hemolysis,0.0243833540615042,-0.3541998585751117,3.7138545900886086
97,7.5523825,8.376428,AL,symptom:Hemoptysis,9.327549806280108e-05,0.7822634865031028,9.279953099146827
98,4.671292,-1.5952133,AL,symptom:Hepatic encephalopathy,0.0071151693683215,-0.9591888969924106,4.9455262433214635
99,6.89326,4.928216,AL,symptom:Hepatitis,0.7499636465964203,0.6720734223338892,0.2877305448313206
100,7.5088015,7.730053,AL,symptom:Hiccup,0.0007601827244348,-0.16764709433586275,7.1819517266939155
101,2.5425506,-0.36548176,AL,symptom:Hives,0.6370189802190593,-0.13165311227894191,0.45095582759161396
102,8.128368,7.405218,AL,symptom:Hot flash,0.003508103085538,-0.3116673952701265,5.65267981906074
103,11.683865,2.906809,AL,symptom:Hypercalcaemia,0.0007389146627806,-0.17405945992751626,7.2103281203002485
104,3.9790864,-0.69189245,AL,symptom:Hypercapnia,0.0973281396255059,-0.2229928514485665,2.329667126817587
105,12.304926,3.5571184,AL,symptom:Hypercholesterolemia,0.0337766515734853,-0.33914057526342606,3.387985497042426
106,9.032968,6.2013564,AL,symptom:Hyperemesis gravidarum,0.09720483177121,-0.876843581984338,2.330934859170874
107,12.258458,3.5912313,AL,symptom:Hyperglycemia,0.0424820370171554,-0.6101386722360541,3.1586739508168846
108,10.597817,3.8952844,AL,symptom:Hypermobility,0.5987038165118942,0.07508620622288206,0.5129882664062178
109,6.5609603,1.187105,AL,symptom:Hyperpigmentation,0.6819290608415466,-0.28290066963149296,0.38282964291012045
110,9.303673,6.1749215,AL,symptom:Hypersomnia,0.2452171237316668,-0.9541373550045954,1.4056112415849662
111,11.31028,3.9847674,AL,symptom:Hypertension,0.2577432280826836,-0.2821882405794627,1.355791429630278
112,7.5149045,6.778162,AL,symptom:Hyperthermia,0.0071731824516759,-0.2721737964155607,4.937405866266178
113,10.680262,3.8440244,AL,symptom:Hyperthyroidism,0.1455869792379596,0.1552960801156763,1.9269815755292183
114,11.961567,3.2084079,AL,symptom:Hypertriglyceridemia,0.0078993091599806,-0.5434323100112186,4.840979971436691
115,11.48806,2.8935087,AL,symptom:Hypertrophy,0.0036786283875952,-0.5740816099288233,5.605215317041119
116,6.1806555,-0.63175577,AL,symptom:Hyperventilation,0.0025641695130753,-0.8506219652730298,5.966120629365188
117,11.952821,2.9308307,AL,symptom:Hypocalcaemia,4.39821704479868e-05,-0.20782318389766047,10.031726223259854
118,1.9611025,-0.42735025,AL,symptom:Hypochondriasis,0.145157800582886,0.8306387333319311,1.9299338484268556
119,12.152319,3.8575556,AL,symptom:Hypoglycemia,0.1235313140807364,-0.22004203796689525,2.0912605997442135
120,11.156499,5.294364,AL,symptom:Hypogonadism,0.6634576499750127,0.48317919207108817,0.4102902554685158
121,9.596947,3.2890785,AL,symptom:Hypomania,0.0873391488294649,-0.4492085091969964,2.437956476455781
122,11.766921,4.1875124,AL,symptom:Hyponatremia,0.2266477395805992,-1.0751847921545963,1.4843582748168656
123,11.759864,4.6162024,AL,symptom:Hypotension,0.6629431975926792,-0.15523967084337295,0.4110659672890768
124,4.423671,-1.6354992,AL,symptom:Hypothyroidism,0.0934885619286409,-0.7953206622225012,2.3699161824847046
125,7.4029484,8.309881,AL,symptom:Hypoxemia,0.0004171835165556,2.4779802125027497,7.7819843453123365
126,8.053147,7.784974,AL,symptom:Implantation bleeding,0.0012124898925482,-0.37196482688117993,6.715079271230103
127,12.110582,3.394901,AL,symptom:Impulsivity,0.0594705702469312,0.08515783755885462,2.8222737064928727
128,8.077864,7.9493613,AL,symptom:Indigestion,0.0005876086097096,0.23564518085873798,7.439449461441059
129,6.532261,1.6400031,AL,symptom:Inflammation,0.2575035352694081,-0.009628640450996505,1.356721829771006
130,3.521033,-0.7486621,AL,symptom:Inflammatory bowel disease,0.9304107317623322,-0.5855701524963658,0.07212914327592013
131,5.866333,1.6064409,AL,symptom:Ingrown hair,0.9586145804110274,-0.03267869019334636,0.042266182262715335
132,7.930037,3.9470446,AL,symptom:Insulin resistance,0.193676752064358,-0.13507794726797165,1.641564736090436
133,11.826256,3.5521262,AL,symptom:Iron deficiency,0.1028880164727693,-0.46328029784640695,2.274114100914472
134,4.186654,0.58938897,AL,symptom:Jaundice,0.5702899062579487,-1.0420827595842077,0.561610439980396
135,12.041991,3.2729,AL,symptom:Kidney failure,0.0212699934600267,-0.43071470361878617,3.8504579572441004
136,11.631759,5.314986,AL,symptom:Kidney stone,0.8615079445000182,0.15562865583120244,0.14907100135032508
137,11.364529,4.2685633,AL,symptom:Knee Pain,0.2430482832121201,-0.9568268295607921,1.4144951590329198
138,11.191239,2.8368802,AL,symptom:Kyphosis,0.0060217106303735,-0.8694624094980471,5.112383902157256
139,11.121167,5.5221996,AL,symptom:Lactose intolerance,0.4966777344917541,-0.16876675735871385,0.6998138847474458
140,9.2604475,6.04164,AL,symptom:Laryngitis,0.2354060236061868,-0.49847296159792465,1.44644349567202
141,11.950064,3.6665094,AL,symptom:Lesion,0.0561161234634354,-0.3984081840056184,2.8803321019812747
142,8.839186,7.3554296,AL,symptom:Leukorrhea,0.0227594256554381,-0.4206340011668013,3.7827759048649896
143,7.7360797,8.481512,AL,symptom:Lightheadedness,0.0001109897366828,0.37146014960594054,9.106072823243961
144,8.986527,7.384648,AL,symptom:Low back pain,0.0496971587298099,0.20834933683215892,3.001807515928018
145,6.99572,9.378925,AL,symptom:Low-grade fever,1.246795490810991e-07,1.2516307929476356,15.897518998663543
146,7.4258103,4.274489,AL,symptom:Lymphedema,0.4038423627767759,0.3308170381537049,0.9067306683119547
147,6.368213,-0.6263941,AL,symptom:Major depressive disorder,0.0046779616675333,-0.27995346321701453,5.36489280505353
148,7.812659,4.240387,AL,symptom:Malabsorption,0.1720093015012241,0.3526171086147391,1.7602067251353841
149,6.916236,0.8086036,AL,symptom:Male infertility,0.8679800763551544,-0.376133763932975,0.14158651809310932
150,9.546465,3.0576398,AL,symptom:Manic Disorder,0.0089873281914617,0.22669419294124976,4.71193967250582
151,5.4717445,1.5324847,AL,symptom:Melasma,0.7916848810100512,0.019913502777607752,0.23359184385453213
152,8.992973,6.6306267,AL,symptom:Melena,0.0839830371234381,0.08729855321710946,2.4771404395379393
153,7.6885247,5.890928,AL,symptom:Meningitis,0.3578834397882563,-0.0341626346281113,1.027547932780093
154,7.504019,8.685743,AL,symptom:Middle back pain,5.213150819145245e-05,1.2045202248251101,9.86174102824937
155,8.240887,7.955269,AL,symptom:Migraine,0.0003191520415957,-0.02628961410981508,8.049842949304132
156,6.4270487,1.8338622,AL,symptom:Milium,0.3758614647822847,0.01663719691582621,0.9785346482126445
157,4.7706804,-1.1381366,AL,symptom:Mitral insufficiency,0.0037297530871839,-0.431221826309872,5.591413243982938
158,5.26356,-1.1261219,AL,symptom:Mood disorder,0.0004579409935154,-0.45726693157783355,7.68877021726926
159,7.608189,8.540102,AL,symptom:Morning sickness,4.184412969767278e-05,0.65536640236524,10.081559040935112
160,7.831982,7.1573467,AL,symptom:Mouth ulcer,0.0214846474087342,0.4700466565580797,3.8404166729331646
161,9.808059,3.4276567,AL,symptom:Muscle weakness,0.1769068741714241,-0.306947457079759,1.7321318194904192
162,7.3315873,8.073044,AL,symptom:Myalgia,7.266435132801317e-05,-0.1741168784579531,9.529659646809447
163,4.5406704,-1.5986515,AL,symptom:Mydriasis,0.0106783952569025,0.14315853789988284,4.539532713584114
164,9.914961,2.898838,AL,symptom:Myocardial infarction,0.0385654177263309,-0.4585024788593799,3.255399317907634
165,7.0676537,9.291118,AL,symptom:Nasal congestion,1.7243742990147918e-07,1.7892643931046786,15.573231391484514
166,11.265575,5.358256,AL,symptom:Nasal polyp,0.4104327474234438,-0.3698968788634163,0.8905431943921691
167,8.197122,7.797633,AL,symptom:Nausea,0.0006947617750992,-0.02826775747797888,7.271941540799862
168,10.771325,5.0646415,AL,symptom:Neck mass,0.917009297674812,-0.8436662116205612,0.08663766754609023
169,2.8637118,-0.7521776,AL,symptom:Neonatal jaundice,0.3636034323702541,-0.21293217168028572,1.0116914767611744
170,11.965649,3.30907,AL,symptom:Neutropenia,0.0039769789057758,-0.8375320223212195,5.527232816825013
171,6.8648667,9.669594,AL,symptom:Night sweats,7.493361517694914e-10,0.7214351612402733,21.011833432331933
172,7.342567,0.51610076,AL,symptom:Night terror,0.7141507959861246,-1.3618316404117,0.3366611400817737
173,11.082512,3.9375534,AL,symptom:Nodule,0.1534028639258359,-0.8315799862028712,1.87468772056331
174,9.745089,3.8676736,AL,symptom:Nosebleed,0.2757518787289876,0.059704110723474174,1.2882538077113082
175,10.113031,4.1238728,AL,symptom:Onychorrhexis,0.2801584797974639,-0.36500653348186535,1.2723998366534066
176,8.19246,7.254451,AL,symptom:Oral candidiasis,0.0242928737502699,-0.2770742001277281,3.7175722329509053
177,12.226866,3.3967044,AL,symptom:Osteopenia,0.0172901190268895,-0.4208557316563934,4.057620095164335
178,11.447984,4.8844657,AL,symptom:Osteophyte,0.9687042187544868,-1.3998156480776491,0.031795957491162236
179,12.366092,3.4468238,AL,symptom:Osteoporosis,0.0111165534900098,-0.47471924883063343,4.4993199761491525
180,7.7793684,7.738464,AL,symptom:Otitis,0.0017267312586282,0.13970625590386063,6.361525103606604
181,7.4936748,6.84108,AL,symptom:Otitis externa,0.0347527933515251,0.5336864401186714,3.3594953259854243
182,7.9487,7.9821196,AL,symptom:Otitis media,0.0005896151694836,0.005106391026059452,7.4360404889879606
183,8.798091,7.416297,AL,symptom:Pain,0.0360813079489081,0.3447090067153733,3.3219803330892326
184,11.936247,5.247286,AL,symptom:Palpitations,0.2076918312010937,-0.03183497550422922,1.5716998786708414
185,9.912911,3.537367,AL,symptom:Panic attack,0.1809007404500394,-0.5855036942759757,1.7098067934436625
186,5.9824615,-0.120908745,AL,symptom:Papule,0.0873855749861619,-0.7663796435121376,2.4374250558671458
187,4.6327043,-1.4413834,AL,symptom:Paranoia,0.0281885695462485,-1.2677907100584143,3.5688387184480175
188,6.846905,0.9667724,AL,symptom:Paresthesia,0.5880641853799582,-0.1536687427462473,0.5309191782314467
189,10.279506,3.4247377,AL,symptom:Petechia,0.1456434768003786,-0.5734125578554823,1.9265935833947672
190,0.6775477,-0.0020144929,AL,symptom:Phlegm,0.0002196528931033,0.8819726035994501,8.423462016205145
191,10.267141,5.8424745,AL,symptom:Photopsia,0.6602834944688508,-0.07926301736681977,0.4150859991122901
192,4.794751,-1.4880298,AL,symptom:Pleural effusion,0.0041030318085475,-0.32990185380977527,5.49602911304239
193,3.520225,-1.3510647,AL,symptom:Pleurisy,0.27549606830072,-0.5468161497426788,1.289181921631764
194,1.1466304,-0.54345846,AL,symptom:Pneumonia,0.0151641132604097,1.2452258784998462,4.188823612323384
195,8.300417,3.1299837,AL,symptom:Polycythemia,0.0079265007278508,-0.7259535398472927,4.837543610856004
196,6.3041434,-0.5918658,AL,symptom:Polydipsia,0.004272633677645,-0.993964223361665,5.455524855542394
197,7.4737687,0.6716758,AL,symptom:Polyuria,0.6605587510066,-1.0642812215965356,0.41466920968467036
198,7.460014,8.667479,AL,symptom:Post-nasal drip,2.845515621168333e-05,0.8926128132146528,10.467181176144486
199,10.373858,5.1811504,AL,symptom:Prediabetes,0.1964072789308613,1.0117399882061877,1.6275648219824457
200,10.705667,3.2789936,AL,symptom:Proteinuria,0.0577050684204483,-0.5254210824106773,2.8524102684168873
201,7.407416,7.412769,AL,symptom:Pruritus ani,0.0050218985122678,0.6893181715217017,5.293947227079416
202,11.398316,3.0358958,AL,symptom:Psychosis,0.0139533756059705,-0.8938027920392047,4.272033821064324
203,8.735316,5.301287,AL,symptom:Ptosis,0.9124830777416606,0.3477356423688267,0.09158573863809594
204,4.7529187,-1.3792351,AL,symptom:Pulmonary edema,0.0199693602094555,-0.5556589639632098,3.913556169651228
205,4.550039,-1.3770826,AL,symptom:Pulmonary hypertension,0.0083508659476434,0.6133227446636917,4.785390039191901
206,10.942375,2.8889687,AL,symptom:Purpura,0.0093711975694824,-0.18616704579672133,4.670114381989128
207,8.221819,7.494791,AL,symptom:Pyelonephritis,0.0037713518521849,0.151822094343542,5.580321760315787
208,11.303668,4.6529555,AL,symptom:Rectal pain,0.796133158256014,-1.6585003225766963,0.2279888228869788
209,8.034753,7.9661446,AL,symptom:Restless legs syndrome,0.0015658872322532,-0.08554281306785758,6.459302694061802
210,2.1936269,-0.50082606,AL,symptom:Rhinitis,0.2398501585002931,0.562038856889204,1.4277408902033752
211,8.093805,7.915502,AL,symptom:Rhinorrhea,0.0012192560683818,0.2746335036325363,6.709514386243336
212,8.667304,7.3687267,AL,symptom:Round ligament pain,0.0224081838328743,-0.05765769818977954,3.798329037163198
213,11.96104,3.6891103,AL,symptom:Rumination,0.1593597637468159,-0.45233161489713675,1.8365909676593983
214,6.7822146,0.72557926,AL,symptom:Scar,0.430636856070633,-0.3257202412816666,0.842490105353723
215,9.472361,6.9768763,AL,symptom:Sciatica,0.0333834440803451,0.36053329101042914,3.3996951881097206
216,10.55622,3.1639016,AL,symptom:Scoliosis,0.0614332010458371,-0.7542576248024507,2.7898048563272417
217,10.252952,4.5675583,AL,symptom:Seborrheic dermatitis,0.9456903845715284,-0.9608620999484806,0.05584005253744382
218,7.582182,8.530687,AL,symptom:Sharp pain,1.8033155505307455e-05,0.25209533382705007,10.923298521902092
219,6.8600583,9.672093,AL,symptom:Shivering,9.32610251766892e-10,2.6837917631134385,20.79303373894169
220,6.233465,-0.6415833,AL,symptom:Shyness,0.0047926803198166,-0.4611619812152406,5.340665458334119
221,7.446937,8.805861,AL,symptom:Sinusitis,6.2381565081932125e-06,1.034775509723835,11.984825850610678
222,10.789096,5.008444,AL,symptom:Skin condition,0.4155627724584179,-0.14797449646068697,0.8781215991820356
223,5.8708296,0.97979677,AL,symptom:Skin tag,0.7939060040688134,-0.8996780810764046,0.23079020752766605
224,9.247482,5.8670845,AL,symptom:Sleep apnea,0.2644703875270969,0.12068433216773974,1.3300259903706642
225,6.314865,-0.49103132,AL,symptom:Sleep deprivation,0.0232201907117557,-0.5330535868094993,3.762733089492214
226,4.067253,-1.6539468,AL,symptom:Snoring,0.9598239380894272,-0.17466552526895376,0.041005409163205726
227,7.4933896,8.471804,AL,symptom:Sore throat,6.50951252368089e-05,0.29017532359269477,9.639660892708493
228,5.7506704,-0.14774868,AL,symptom:Spasticity,0.0840893484998754,-0.9986091246569969,2.4758753728201515
229,11.388038,4.2226534,AL,symptom:Splenomegaly,0.4714926720676073,-0.6496426827031995,0.7518517187736041
230,1.0093908,-0.13682754,AL,symptom:Sputum,0.0017508737624283,0.739719548098794,6.347640322835726
231,11.868648,4.205735,AL,symptom:Stomach rumble,0.3614355331754528,0.2768556319996102,1.0176715847511248
232,4.842787,-1.4260232,AL,symptom:Strabismus,0.0015553796606883,-0.616971292404952,6.466035608368395
233,5.6341047,1.1406857,AL,symptom:Stretch marks,0.7416063155296947,-0.5982291757595065,0.2989367486803257
234,9.41556,3.342902,AL,symptom:Subdural hematoma,0.248408342011248,-1.5772091256268095,1.3926813465106702
235,4.9224825,-1.146834,AL,symptom:Suicidal ideation,0.0011186721285813,0.6127697810702017,6.795612896535186
236,8.921989,6.432849,AL,symptom:Swollen lymph nodes,0.121061133418856,-0.13122157121211236,2.1114596261069796
237,11.23128,5.394187,AL,symptom:Tachycardia,0.9238020473383334,0.5840763119008164,0.07925746477426085
238,9.604039,4.8318357,AL,symptom:Telangiectasia,0.2757178582001214,0.420937120785044,1.28837718901995
239,9.043025,6.926762,AL,symptom:Tenderness,0.0213881526221153,-0.7283590445946084,3.8449181260451395
240,6.909384,9.570678,AL,symptom:Throat irritation,7.095096192908598e-09,1.4043199742593306,18.763861968581548
241,10.724913,2.6825645,AL,symptom:Thrombocytopenia,0.0017331629751835,-0.7707517752192626,6.35780723044099
242,1.033865,0.029983614,AL,symptom:Tonsillitis,0.0019487439659992,0.9075159264043211,6.240570233941302
243,7.702849,8.455333,AL,symptom:Toothache,0.0001144057363608,0.37126926987302855,9.07575933726171
244,4.843556,-0.32610193,AL,symptom:Tumor,0.016649605035271,0.07420857620107371,4.095368784442392
245,10.705905,3.9967406,AL,symptom:Type 2 diabetes,0.2426056670496509,-0.05964987044320175,1.4163179231009515
246,6.3493633,-0.46876907,AL,symptom:Unconsciousness,0.0072213434567096,-0.8526972421895727,4.930714269050575
247,0.9322632,-0.89473444,AL,symptom:Upper respiratory tract infection,0.0227058648560675,1.3786768836021184,3.78513202416152
248,3.382326,-1.1252164,AL,symptom:Urethritis,0.9526845113550656,0.316862907628661,0.04847147803243485
249,9.483044,6.705884,AL,symptom:Urinary tract infection,0.0650266109488311,0.2782753746427245,2.7329586936547057
250,7.2000813,0.6407148,AL,symptom:Uterine contraction,0.9842898861540672,-1.6015099377464939,0.01583482556580091
251,8.505494,7.2000713,AL,symptom:Vaginal discharge,0.0211261164480296,-0.09520013283074841,3.8572452575245224
252,8.581306,7.4287972,AL,symptom:Vaginitis,0.0359214046805308,-0.49846851809248105,3.326421930507327
253,9.75869,5.196895,AL,symptom:Varicose veins,0.5138066949204155,0.07496951608386304,0.6659081641841316
