symptom,grangerCausalityPVal,mmcorrelation,time_lag,abscorrelation,ccfauc,ccf_lag1,grangerCasualityFtest,state
symptom:Bone tumor,0.05808464038295012,7.352571939231458,31.0,42.193236846290525,0.2750040951742628,0.3736872207327986,3.6521808365820774,AL
symptom:Bowel obstruction,0.3140550096407645,6.221520161399518,7.0,33.30232278663629,0.2089154700490155,0.13245694207490466,1.0210346982038754,AL
symptom:Bradycardia,0.3155996408569267,10.611936474435764,0.0,72.37499165891161,0.4190632474854068,-0.03198191774571413,1.0145134762708623,AL
symptom:Braxton Hicks contractions,0.08195440918586956,9.566713701142938,-28.0,48.491128235513756,0.33090883542636756,-0.3908470909176458,3.070659447580768,AL
symptom:Breakthrough bleeding,0.13820084602353755,8.14069978155099,-28.0,36.71394173872161,0.3038594624002913,-0.5966847880051613,2.223758321367021,AL
symptom:Breast pain,0.08846359177708492,8.698043953718075,-27.0,42.12481642164,0.30058072291990034,-0.4628098396124356,2.9438872511351,AL
symptom:Bronchitis,0.005763121486614448,6.106242673769482,-97.0,64.97521112756648,0.2163804438970324,-0.751943627194966,7.868312565876591,AL
symptom:Bruise,0.5912326628774294,7.5705402773123325,-9.0,46.40131449975057,0.22257116121048373,0.02663205498771415,0.2897837587466388,AL
symptom:Bruxism,0.7220451014834053,12.695806392261998,29.0,36.6309770700464,0.5043910496504234,0.03395232087472699,0.12706314542639713,AL
symptom:Bunion,0.9913726167786031,8.863073428656541,27.0,48.83099070885124,0.2822727528299077,-0.06527815013404936,0.00011734920996029815,AL
symptom:Burn,0.8028948209695677,7.031898506319419,-29.0,53.84772411861141,0.1717621336014299,-0.32072686071747736,0.06254342573537745,AL
symptom:Burning Chest Pain,0.09206036791718977,7.425970834348852,-94.0,64.4705129455829,0.28613502315378997,-0.3941100008124119,2.8781454717127564,AL
symptom:Burning mouth syndrome,0.004907955303816443,8.416405678771632,-3.0,62.108626861545474,0.31415263729791215,-0.6317927938906482,8.176544001305166,AL
symptom:Candidiasis,0.029846839051098643,5.209417924403403,-27.0,74.01834333224943,0.15752313814969277,-0.45438621895652,4.818079752694192,AL
symptom:Canker sore,0.11617677954102244,7.576092283847185,28.0,72.69103871440889,0.27459753057975866,-0.44398248994638134,2.4996612336205297,AL
symptom:Cardiac arrest,9.229714541606994e-11,2.5477622242172324,1.0,73.38549374769849,0.08585188384943963,0.7551649572439356,49.32315406851189,AL
symptom:Carpal tunnel syndrome,0.7110120726717887,13.183138527430852,-27.0,42.97492587362667,0.47737179864426,0.034863990060811645,0.137839307690594,AL
symptom:Cataplexy,0.03060069922856408,6.274998510574917,-101.0,61.63325927753471,0.19302304885314267,0.45067917783735556,4.773550295822097,AL
symptom:Cataract,0.16019630379998293,13.926471308517222,6.0,37.16042817738605,0.5348712084106689,0.41012601395476267,1.9939458970656425,AL
symptom:Chancre,0.4194816849004156,5.916818268862506,-88.0,69.39244764315676,0.21195440231499213,0.05269905102344552,0.6557131596858066,AL
symptom:Cheilitis,0.1712020092478317,6.17191378711151,1.0,63.21269594868095,0.23770228719839143,0.3369212962962971,1.8921722735132631,AL
symptom:Chest pain,0.010429377318714362,7.245460393854235,-1.0,56.661579103691636,0.2777995305619259,-0.49602915684184357,6.744703052128064,AL
symptom:Chills,4.980287716302258e-06,5.70555796491966,-2.0,64.21367764860089,0.19172268547722937,-1.2949742855140292,22.601858834998612,AL
symptom:Chorea,0.40228896925451574,3.427818512656524,27.0,101.84365065812943,0.07075579664502514,0.1708916093327728,0.7058494347608323,AL
symptom:Chronic pain,0.07771000033307571,9.80610172492286,-101.0,58.71731461983129,0.33627680965147455,0.24184413307029295,3.159393013471291,AL
symptom:Cirrhosis,0.5025059293535503,9.723093402910765,13.0,42.735482121253426,0.3533763205349164,0.1889134909996173,0.4520277112944182,AL
symptom:Cleft lip and cleft palate,0.42725698825376623,3.057806878852456,12.0,70.27688977839894,0.09161808133406661,0.12306890309571195,0.6340342846450896,AL
symptom:Clouding of consciousness,0.8945022819321458,11.582663092046468,1.0,57.70148686625534,0.4574413538873994,0.1847482871611561,0.017650691045179318,AL
symptom:Cluster headache,0.6710287355655029,9.782926720285971,-78.0,46.58038332325628,0.3808013404825737,-0.17159964253797888,0.1811803586089367,AL
symptom:Colitis,0.5923639447194986,7.173255940514654,-99.0,37.987051960353114,0.25335692353520767,-0.0006943012304923002,0.28801791436076446,AL
symptom:Coma,0.1397916367434406,3.1804717467519072,-18.0,43.597036043461124,0.09634756478999103,0.170005843129168,2.205781057625695,AL
symptom:Common cold,0.015019631133877874,3.3758293624120275,-97.0,88.14432817802508,0.10499987173113384,-0.5470536500538592,6.066172607168261,AL
symptom:Compulsive behavior,0.2955615675168474,7.437402566775892,13.0,44.59628468077629,0.2865689402119948,0.31194612004766054,1.1025239521810501,AL
symptom:Compulsive hoarding,0.8308740540838659,6.489271351972425,-35.0,59.49930149453836,0.1526335016915613,-0.14067726286224946,0.045791147211732025,AL
symptom:Confusion,0.5789336981286577,8.238759936033112,-47.0,46.560943875448494,0.3094994620431776,0.13321809886646907,0.30943636187613033,AL
symptom:Congenital heart defect,0.0008526094671519413,6.644229222520107,-102.0,55.723466265414515,0.23143885484488702,0.8606983275884099,11.630889572697033,AL
symptom:Conjunctivitis,0.37023550569653085,6.358611620651271,13.0,63.983805594311036,0.1930537501175862,-0.29593406550334933,0.8081824408751074,AL
symptom:Constipation,0.9952013585327408,10.106367136355134,26.0,76.37157173396353,0.36800126410624107,0.0948137352702787,3.630335631784817e-05,AL
symptom:Convulsion,0.2700263793572661,7.505478291629427,-101.0,57.77740218203587,0.2688920562444146,0.2298620420017894,1.2265156805102477,AL
symptom:Cough,0.00014634258728545097,6.2634985394548375,-97.0,63.09221074817091,0.2226846386570383,-0.9126896988895172,15.26284140634091,AL
symptom:Crackles,0.2507444185535077,7.562114611260052,-101.0,56.522451285834585,0.2847537910522789,0.5102588806970498,1.330388687769293,AL
symptom:Cramp,0.04891362296117419,7.594875528484603,-26.0,61.749995876920366,0.23706010026182534,-0.5797044928376929,3.9482854683125135,AL
symptom:Crepitus,0.040101568877528526,6.786289842120938,7.0,47.53402704951358,0.23282412372157674,0.434960530235327,4.29489511868931,AL
symptom:Croup,0.9921054260910399,6.28898933199285,-36.0,65.96645831126412,0.18167650036304733,-0.05016029937443989,9.825996328954916e-05,AL
symptom:Cyanosis,0.04118557737640339,9.48319481680071,3.0,54.88606245316998,0.3518611315907059,0.7110176496872214,4.248096425479888,AL
symptom:Dandruff,0.5247852422206543,9.040690348525466,1.0,51.95738913935206,0.3588051600600024,0.06298911655814976,0.4065593630459909,AL
symptom:Delayed onset muscle soreness,0.7952896735073555,9.696898162750355,21.0,45.95787109885589,0.3732766650896284,-0.14397341376228923,0.06757598008245384,AL
symptom:Dementia,0.18031684412855103,4.415514901020933,27.0,42.01780372843641,0.1643786594158746,0.17157692880548225,1.8134640579451147,AL
symptom:Dentin hypersensitivity,0.3318053453173394,10.634844168900806,-31.0,45.378777477936104,0.414623132400581,-0.18927753574620532,0.9485492957904268,AL
symptom:Depersonalization,0.5883856687932283,6.178863196306225,-31.0,61.0949733952886,0.20773449136133454,0.16629865455267634,0.29425861151034555,AL
symptom:Depression,0.028397883625111687,9.51282352214173,-46.0,59.58021388506056,0.34668881481375846,0.5551711729697892,4.907098748023128,AL
symptom:Dermatitis,0.33504577001239055,9.058894607719155,25.0,65.61256680553225,0.32837736059824313,0.19042166186116383,0.9358745108659711,AL
symptom:Desquamation,0.5853970147453142,7.976511985491247,-32.0,53.793205258323184,0.22436265310413714,-0.12834332124270542,0.2990040354429292,AL
symptom:Developmental disability,0.027518238371060124,10.616183749226648,-100.0,48.267886069222165,0.38166523166288596,0.4023604523269384,4.963507458172776,AL
symptom:Diabetes,0.14798199551466212,10.31538594241753,27.0,48.63075680064495,0.39403394568131483,0.39824264677312904,2.1167590227222144,AL
symptom:Diabetic ketoacidosis,0.1946996667312524,10.988375375741324,6.0,41.16076648524912,0.4290118663173287,0.40540458201315666,1.698275073228544,AL
symptom:Diarrhea,0.1787207911327769,9.450820605238082,26.0,57.504669905880945,0.32732324216939407,-0.32417823597684503,1.8269070769165305,AL
symptom:Dizziness,0.022530765550732735,9.479970538615088,24.0,68.91505272702771,0.3560977069813669,-0.4268281300894472,5.324142113305114,AL
symptom:Dry eye syndrome,0.2894299227841013,9.088853249074427,28.0,55.00671985209001,0.35779575194689134,0.2314017617770947,1.1310147949852336,AL
symptom:Dysautonomia,0.15132783359918392,7.062683027428336,-15.0,45.39392599210068,0.2679534740840036,0.34327009005293263,2.0819944605266754,AL
symptom:Dysgeusia,1.602670573109508e-05,8.746864946380695,-2.0,79.47379626848216,0.32736792057640746,-0.9586980563002667,20.01179327759011,AL
symptom:Dysmenorrhea,0.10365096088701682,10.765230302353292,-29.0,69.24219964653366,0.380328291629431,-0.4686092493297611,2.6840714279116322,AL
symptom:Dyspareunia,0.2604671746344306,8.659975424486147,-28.0,33.84179633653915,0.29358628558662064,-0.22604046980722714,1.2768115583714446,AL
symptom:Dysphagia,0.15347390977649933,6.812225355150842,-45.0,68.68823693189614,0.23078703468306058,0.15104773350590328,2.0601550682986516,AL
symptom:Dysphoria,0.5247863249559949,11.081122778274251,11.0,41.918974810424096,0.3880929184043293,0.1890924436500896,0.40655723607343597,AL
symptom:Dystonia,0.6405117796067612,4.60422562307616,-46.0,61.33817414822642,0.14856161255088868,0.09819965743223102,0.2190456188266519,AL
symptom:Dysuria,0.6387446540827005,9.450599493595474,26.0,31.924762884564267,0.3350911466090756,-0.04051112104061083,0.22137206793960518,AL
symptom:Ear pain,0.00021240645116364065,5.9873073902564515,23.0,53.5271413245239,0.18694192088444767,-1.0124342170588827,14.483316822941905,AL
symptom:Eczema,0.0036114735214122008,8.62975405868335,1.0,33.31432190312521,0.32937840240542154,0.6496043714626172,8.769568466010126,AL
symptom:Edema,0.4720486640235523,9.292806363282235,23.0,55.979075355901514,0.281081319029124,0.12817992254989452,0.5200512475048946,AL
symptom:Encephalitis,0.6105087900170079,6.707475133076893,-82.0,48.222412012345856,0.22068652863581617,0.010382426079186935,0.26063071162588447,AL
symptom:Encephalopathy,0.00011139018948906687,5.862726714192867,-3.0,59.77254213894417,0.20003569034852547,-0.653166382321877,15.837717133935111,AL
symptom:Epidermoid cyst,0.9956909608203514,9.450264659379942,-52.0,34.88805659503023,0.3414091780092115,0.032938922114528424,2.9273188801439586e-05,AL
symptom:Epilepsy,0.026911094013641827,7.887510413353327,27.0,70.2896390733198,0.2654303816841106,0.3958602187182896,5.003560363696212,AL
symptom:Epiphora,0.9353015603930038,6.067319221030684,18.0,38.24491867361993,0.2394393292001788,-0.10583482275841583,0.006613882825056461,AL
symptom:Erectile dysfunction,0.15094702178186548,9.237436775425092,26.0,64.2661430282145,0.3646457679810083,-0.17420346154547417,2.08590675462814,AL
symptom:Erythema,0.440178612848384,2.8408364322984236,8.0,96.5749346882945,0.04234121542491857,0.09257054649889063,0.5993013650198541,AL
symptom:Erythema chronicum migrans,0.8286769504580443,5.487939123601736,-21.0,36.59700856299598,0.13413378054605407,-0.22686511971896062,0.047007688760540026,AL
symptom:Esophagitis,0.6479649714378484,10.700986744116772,29.0,46.21253945831298,0.4235019083258863,-0.06766271969019755,0.2093974490070233,AL
symptom:Excessive daytime sleepiness,0.14210536385475075,6.188900059577006,-101.0,62.90117670330517,0.20206079957303152,0.25966802369840725,2.1800439373512153,AL
symptom:Eye pain,2.3823769377544645e-15,7.731333780160856,-2.0,107.88174348915864,0.2683828753351206,-1.3898897825439391,79.89286091243439,AL
symptom:Eye strain,0.830252496543422,7.245126452189454,-73.0,44.79157350099835,0.2680041242180518,-0.22750312779267468,0.046133612074723315,AL
symptom:Facial nerve paralysis,0.6985101410584533,1.3867123973623903,19.0,72.6857328818519,0.0185601851928658,-0.05483714298038411,0.1506576535581171,AL
symptom:Facial swelling,0.3233364889897369,9.749714526859297,25.0,44.58273335900274,0.344748392662099,-0.2952673518022042,0.9824728000070383,AL
symptom:Fasciculation,0.9491587452575071,11.771711977770337,6.0,43.23043641609633,0.4435780796190798,0.1507536723637184,0.004080677580511674,AL
symptom:Fatigue,0.06623857914912959,10.799286995922696,-101.0,50.796579172220724,0.4213233943299449,-0.47235737591226723,3.428359539817662,AL
symptom:Fatty liver disease,0.7950891743632541,9.919424833680866,26.0,55.245281997195,0.3749241187568265,0.06705788898818454,0.0677114680940192,AL
symptom:Fecal incontinence,0.7588130669330162,11.096322981829013,10.0,37.46501498949654,0.42394076277182,0.09497505212987534,0.09465079849240633,AL
symptom:Fever,0.0009024171193384866,2.7860489268440802,-96.0,82.58788728916662,0.09557116690655548,-0.5848895079600576,11.516310734493794,AL
symptom:Fibrillation,0.12804208913846113,11.582651192835218,6.0,46.62936648117627,0.4329820115495202,0.512222675525507,2.3443719928807103,AL
symptom:Fibrocystic breast changes,0.5632427266032709,9.389559130175753,6.0,35.84825449841307,0.34922753450501437,0.20108355674709344,0.33575276750415134,AL
symptom:Fibromyalgia,0.1419495795380871,10.191876466152815,-102.0,45.05402461543694,0.3661825709338696,-0.4669567554736389,2.1817618496250244,AL
symptom:Flatulence,0.06847240782994975,2.829456588420236,-37.0,58.17728828830909,0.08468809282067614,-0.20518839752607887,3.372211282653637,AL
symptom:Floater,0.6586552446424282,8.72574160957204,28.0,58.089098144355944,0.31174108827325986,0.09245171780359485,0.19601479596162133,AL
symptom:Focal seizure,0.08520751420699005,9.17584673815907,28.0,47.645021109151514,0.31914485031277917,0.40580764075066966,3.005978507221103,AL
symptom:Folate deficiency,0.19341445713498295,11.215898681858803,26.0,44.145082775062185,0.4166671134941913,0.38088695263628125,1.708154709491367,AL
symptom:Food craving,0.4221533757810575,8.692018723514659,-101.0,49.25603268503647,0.3251819164576667,-0.16665801839199723,0.6481962421015381,AL
symptom:Food intolerance,0.011669170068318309,8.226712918068944,-2.0,43.01724070630963,0.3160036233434107,-0.4260027475139285,6.534680357208385,AL
symptom:Frequent urination,0.07716047744575541,10.111718051831996,26.0,51.0949569633439,0.3964863481301987,-0.34815211040077365,3.171265970360362,AL
symptom:Gastroesophageal reflux disease,0.008184317174754128,3.885184118345033,25.0,43.763872255962944,0.14859570384301551,-0.28725166701038063,7.201019333546369,AL
symptom:Gastroparesis,0.7200371395638769,10.849837696472694,27.0,49.21977217156361,0.4058350483625086,0.15341034537139464,0.12898744480311147,AL
symptom:Generalized anxiety disorder,0.0014602939642846216,11.34196413128081,-48.0,46.71068694983596,0.402303116621984,0.6872255974516435,10.551453926947877,AL
symptom:Generalized tonic–clonic seizure,0.08072356114062404,10.658932254073006,29.0,42.958198097337515,0.3946239215989552,0.4490951742627356,3.0958663002025855,AL
symptom:Genital wart,0.6939562299548216,8.636744944229306,-26.0,56.06648743719974,0.2764396813871512,-0.22346609903021886,0.15549008825226632,AL
symptom:Gingival recession,0.2483860098203093,11.516265918230568,-29.0,35.748098227710074,0.45733190208891883,-0.13487488829312255,1.3437737951441773,AL
symptom:Gingivitis,0.5768329482846262,10.279340929401254,28.0,55.656883761044014,0.4072601597408402,0.1550513851653239,0.3128777006742381,AL
symptom:Globus pharyngis,0.15964269051123803,9.048619622111579,-22.0,38.18148253791128,0.34805201551129844,-0.3461860079152306,1.9992768751912655,AL
symptom:Goitre,0.01249905123343257,11.20486026484686,-101.0,39.709276883305144,0.4038855309123406,0.5880240068242735,6.406678881407614,AL
symptom:Gout,0.6231723999723415,9.386689468012404,27.0,57.28691505711041,0.2927423858618514,0.15853013457393406,0.24253092526211095,AL
symptom:Grandiosity,0.82586955580974,7.103522955764076,5.0,46.098670805910835,0.2710538968247319,0.08964337578194836,0.04858647832419365,AL
symptom:Granuloma,0.7450787088081736,4.1234229019416695,-13.0,63.315688236770825,0.120949703976765,-0.038711765781136,0.10614051787186835,AL
symptom:Guilt,0.019438996710794302,6.147540137437984,-16.0,53.587742137738594,0.17703545152691752,0.46197497765862394,5.592624731733199,AL
symptom:Hair loss,0.9668341282472276,3.0353202867747107,9.0,79.69305128665569,0.08691436651128338,-0.0002502536048121229,0.001735164713810468,AL
symptom:Halitosis,0.2260283424177936,6.304811215370868,-80.0,48.315495904376995,0.2454294757223712,-0.26508005659815304,1.4789612496200044,AL
symptom:Hay fever,0.8774657847410718,3.576876763561392,-95.0,87.60824576418331,0.07324958813584964,-0.12463325839296924,0.02386125926147151,AL
symptom:Headache,8.929076495257816e-09,8.388092581237046,-2.0,77.04805154898277,0.30424983095421443,-1.1893990763979962,37.542798412898385,AL
symptom:Heart arrhythmia,0.025251813155584467,12.743324893257872,6.0,49.661628674359875,0.4816009543777641,0.75801463455619,5.11806775549516,AL
symptom:Heart murmur,0.0015878281868705363,9.691552020130755,-47.0,51.17370976415333,0.3450740557828889,0.8429201354592895,10.384820300348043,AL
symptom:Heartburn,0.01409691720181393,3.317513953561294,-35.0,34.251446221806184,0.11641036718247812,-0.33975726290704467,6.18339673587661,AL
symptom:Hematochezia,0.48749302833559394,9.352420992769519,-26.0,49.541544451714365,0.35426892923876835,-0.07671622390121335,0.48467215337956404,AL
symptom:Hematoma,0.8195623057147148,3.8740799219770397,-8.0,84.712457577852,0.10063619055904997,-0.03386501512339324,0.05223344155470073,AL
symptom:Hematuria,0.4444344721054564,10.572773011617516,26.0,49.31148122430423,0.40163813226094736,0.043043789097406915,0.5882030446764873,AL
symptom:Hemolysis,0.024383354061504263,5.0833089609229,-50.0,49.91077085566371,0.19057228196847834,0.4273788488098136,5.181197034794795,AL
symptom:Hemoptysis,9.327549806280109e-05,7.629026704515584,-2.0,68.98346144898505,0.28682909504284293,-0.7532079587867315,16.213293475034924,AL
symptom:Hemorrhoids,0.47493877459806744,9.728389931486447,-29.0,67.13699608621428,0.34778880138516527,-0.10556951891570066,0.5132873106822112,AL
symptom:Hepatic encephalopathy,0.007115169368321504,10.89967977360739,-101.0,39.757545243895294,0.40656974232946086,0.6382323006652708,7.466382745765709,AL
symptom:Hepatitis,0.7499636465964203,3.7469854330307446,14.0,67.13419722989755,0.0932629116986501,-0.16110224315256394,0.10197083850838323,AL
symptom:Hepatotoxicity,0.46250644637034954,8.841035522788207,-102.0,36.83339289974239,0.33482736100472366,0.23483579088471807,0.5428679577152427,AL
symptom:Hiccup,0.0007601827244348665,6.544032330133473,-28.0,53.04159171941902,0.22133118567845722,-0.5979139640808331,11.86293644172807,AL
symptom:Hip pain,0.3837386111942076,10.465861237256295,26.0,39.865591819607,0.4090840423300687,-0.1663848917583053,0.7635833529368573,AL
symptom:Hives,0.6370189802190593,6.585434819034852,-96.0,53.64566054923769,0.2085158586177562,-0.30039075926307657,0.2236584624781981,AL
symptom:Hot flash,0.003508103085538006,7.8202573320334725,26.0,50.62457171541071,0.2742353298399545,-0.6571900641806803,8.826002827848285,AL
symptom:Hydrocephalus,0.2447481380442633,5.850525022341377,-44.0,39.072274468717445,0.20657893594899293,0.07681566646043958,1.3647311110562623,AL
symptom:Hypercalcaemia,0.0007389146627806616,10.114468275245754,7.0,52.93397622488457,0.35268039171879656,0.8797475424486159,11.920421718762283,AL
symptom:Hypercapnia,0.09732813962550593,5.138851653261841,-80.0,52.11275181830363,0.1753541511518221,0.27589924039320834,2.786787152517776,AL
symptom:Hypercholesterolemia,0.03377665157348539,12.734382068349205,6.0,50.16350320502178,0.4747240420171952,0.6609037471880708,4.597874616667928,AL
symptom:Hyperemesis gravidarum,0.09720483177121009,8.413500893655053,-1.0,41.13950509483132,0.32995130697050945,-0.25293118856121843,2.7888628867485497,AL
symptom:Hyperglycemia,0.042482037017155416,12.537646974339335,27.0,45.61547895301029,0.4685757795544492,0.6433915804927892,4.193815464845387,AL
symptom:Hyperkalemia,0.04324679175041365,11.201207195954181,26.0,47.850639231989355,0.42528290148468606,0.5940815663335783,4.162616199096204,AL
symptom:Hyperlipidemia,0.08281180276563135,12.070144474232945,30.0,54.77344707621805,0.4382406698157369,0.46690497467977465,3.0533435016236976,AL
symptom:Hypermobility,0.5987038165118942,8.863865504915102,27.0,57.11526216229106,0.32377520554066136,0.4042645218945502,0.2782499108709164,AL
